"No.","Time","Source","Destination","Protocol","Length","Info"
"196","56.145476","10.1.18.23","63.251.109.132","TCP","54","49707  >  443 [ACK] Seq=1158 Ack=5991 Win=65535 Len=0"
"197","56.145715","63.251.109.132","10.1.18.23","TCP","60","443  >  49711 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1250"
"198","56.145740","10.1.18.23","63.251.109.132","TCP","54","49711  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"199","56.146236","10.1.18.23","63.251.109.132","TLSv1.2","274","Client Hello"
"200","56.146347","10.1.18.23","63.251.109.132","TLSv1.2","274","Client Hello"
"201","56.146353","10.1.18.23","63.251.109.132","TLSv1.2","274","Client Hello"
"202","56.148586","12.129.210.52","10.1.18.23","TLSv1.2","141","Change Cipher Spec, Encrypted Handshake Message"
"203","56.148631","10.1.18.23","12.129.210.52","TCP","66","49706  >  443 [ACK] Seq=860 Ack=4015 Win=130976 Len=0 TSval=850354739 TSecr=1417342053"
"204","56.149099","10.1.18.23","12.129.210.52","TLSv1.2","695","Application Data"
"205","56.151422","63.251.109.132","10.1.18.23","TLSv1.2","191","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"206","56.151468","10.1.18.23","63.251.109.132","TCP","54","49709  >  443 [ACK] Seq=221 Ack=138 Win=65535 Len=0"
"207","56.151563","63.251.109.132","10.1.18.23","TLSv1.2","191","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"208","56.151588","10.1.18.23","63.251.109.132","TCP","54","49710  >  443 [ACK] Seq=221 Ack=138 Win=65535 Len=0"
"209","56.151705","10.1.18.23","63.251.109.132","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"210","56.152420","10.1.18.23","63.251.109.132","TLSv1.2","568","Application Data"
"211","56.152513","10.1.18.23","63.251.109.132","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"212","56.153429","10.1.18.23","63.251.109.132","TLSv1.2","566","Application Data"
"213","56.156872","63.251.109.132","10.1.18.23","TCP","60","443  >  49709 [ACK] Seq=138 Ack=786 Win=12864 Len=0"
"214","56.158041","63.251.109.132","10.1.18.23","TCP","60","443  >  49710 [ACK] Seq=138 Ack=784 Win=12864 Len=0"
"215","56.159444","216.58.194.174","10.1.18.23","TLSv1.2","416","Application Data"
"216","56.159447","216.58.194.174","10.1.18.23","TLSv1.2","143","Application Data, Application Data"
"217","56.159448","63.251.109.132","10.1.18.23","TCP","590","443  >  49709 [ACK] Seq=138 Ack=786 Win=12864 Len=536 [TCP segment of a reassembled PDU]"
"218","56.159449","63.251.109.132","10.1.18.23","TLSv1.2","582","Application Data"
"219","56.159450","216.58.194.174","10.1.18.23","TLSv1.2","112","Application Data"
"220","56.159452","216.58.194.174","10.1.18.23","TLSv1.2","146","Application Data"
"221","56.159452","216.58.194.174","10.1.18.23","TLSv1.2","144","Application Data, Application Data"
"222","56.159505","10.1.18.23","63.251.109.132","TCP","54","49709  >  443 [ACK] Seq=786 Ack=1202 Win=65535 Len=0"
"223","56.159506","10.1.18.23","216.58.194.174","TCP","66","49702  >  443 [ACK] Seq=1871 Ack=3662 Win=130720 Len=0 TSval=850354748 TSecr=2094657308"
"224","56.159506","10.1.18.23","216.58.194.174","TCP","66","49702  >  443 [ACK] Seq=1871 Ack=3739 Win=130624 Len=0 TSval=850354748 TSecr=2094657308"
"225","56.159506","10.1.18.23","216.58.194.174","TCP","66","49702  >  443 [ACK] Seq=1871 Ack=3785 Win=130592 Len=0 TSval=850354748 TSecr=2094657308"
"226","56.159506","10.1.18.23","216.58.194.174","TCP","66","49702  >  443 [ACK] Seq=1871 Ack=3865 Win=130496 Len=0 TSval=850354748 TSecr=2094657309"
"227","56.159506","10.1.18.23","216.58.194.174","TCP","66","49702  >  443 [ACK] Seq=1871 Ack=3943 Win=130432 Len=0 TSval=850354748 TSecr=2094657309"
"228","56.160101","63.251.109.132","10.1.18.23","TCP","590","443  >  49710 [ACK] Seq=138 Ack=784 Win=12864 Len=536 [TCP segment of a reassembled PDU]"
"229","56.160104","63.251.109.132","10.1.18.23","TLSv1.2","582","Application Data"
"230","56.160138","10.1.18.23","63.251.109.132","TCP","54","49710  >  443 [ACK] Seq=784 Ack=1202 Win=65535 Len=0"
"231","56.160654","10.1.18.23","216.58.194.174","TLSv1.2","112","Application Data"
"232","56.170202","12.129.210.52","10.1.18.23","TLSv1.2","807","Application Data"
"233","56.170283","10.1.18.23","12.129.210.52","TCP","66","49706  >  443 [ACK] Seq=1489 Ack=4756 Win=130304 Len=0 TSval=850354758 TSecr=1417342058"
"234","56.180654","172.217.5.98","10.1.18.23","TCP","66","443  >  49704 [ACK] Seq=993 Ack=1711 Win=45312 Len=0 TSval=2000701731 TSecr=850354729"
"235","56.180657","216.58.194.162","10.1.18.23","TCP","66","443  >  49703 [ACK] Seq=1021 Ack=1682 Win=45824 Len=0 TSval=3681762623 TSecr=850354729"
"236","56.204935","216.58.194.174","10.1.18.23","TCP","66","443  >  49702 [ACK] Seq=3943 Ack=1917 Win=46336 Len=0 TSval=2094657314 TSecr=850354749"
"237","56.240543","10.1.18.23","138.202.84.49","DNS","83","Standard query 0xf527 A stats.l.doubleclick.net"
"238","56.243330","138.202.84.49","10.1.18.23","DNS","147","Standard query response 0xf527 A stats.l.doubleclick.net A 74.125.28.154 A 74.125.28.155 A 74.125.28.156 A 74.125.28.157"
"239","56.243964","10.1.18.23","74.125.28.154","TCP","78","49712  >  443 [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=850354830 TSecr=0 SACK_PERM=1"
"240","56.248414","10.1.18.23","216.58.194.162","TLSv1.2","986","Application Data"
"241","56.248477","10.1.18.23","172.217.5.98","TLSv1.2","436","Application Data"
"242","56.249162","10.1.18.23","138.202.84.49","DNS","87","Standard query 0xae32 A googleads.g.doubleclick.net"
"243","56.251406","138.202.84.49","10.1.18.23","DNS","128","Standard query response 0xae32 A googleads.g.doubleclick.net CNAME pagead46.l.doubleclick.net A 216.58.195.66"
"244","56.252366","10.1.18.23","216.58.195.66","TCP","78","49713  >  443 [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=850354837 TSecr=0 SACK_PERM=1"
"245","56.252504","216.58.194.162","10.1.18.23","TCP","66","443  >  49703 [ACK] Seq=1021 Ack=2602 Win=47616 Len=0 TSval=3681762735 TSecr=850354834"
"246","56.253050","172.217.5.98","10.1.18.23","TCP","66","443  >  49704 [ACK] Seq=993 Ack=2081 Win=47360 Len=0 TSval=2000701843 TSecr=850354834"
"247","56.256636","216.58.195.66","10.1.18.23","TCP","74","443  >  49713 [SYN, ACK] Seq=0 Ack=1 Win=42408 Len=0 MSS=1250 SACK_PERM=1 TSval=3658390625 TSecr=850354837 WS=256"
"248","56.256699","10.1.18.23","216.58.195.66","TCP","66","49713  >  443 [ACK] Seq=1 Ack=1 Win=131200 Len=0 TSval=850354841 TSecr=3658390625"
"249","56.257346","10.1.18.23","216.58.195.66","TLSv1.2","583","Client Hello"
"250","56.259683","10.1.18.23","138.202.84.49","DNS","74","Standard query 0xee60 A px.moatads.com"
"251","56.262018","138.202.84.49","10.1.18.23","DNS","170","Standard query response 0xee60 A px.moatads.com CNAME wildcard.moatads.com.edgekey.net CNAME e13136.g.akamaiedge.net A 23.53.114.88"
"252","56.262552","216.58.195.66","10.1.18.23","TCP","66","443  >  49713 [ACK] Seq=1 Ack=518 Win=43520 Len=0 TSval=3658390631 TSecr=850354841"
"253","56.262565","10.1.18.23","23.53.114.88","TCP","78","49714  >  443 [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=850354845 TSecr=0 SACK_PERM=1"
"254","56.266670","23.53.114.88","10.1.18.23","TCP","74","443  >  49714 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1250 SACK_PERM=1 TSval=1176687111 TSecr=850354845 WS=32"
"255","56.266719","10.1.18.23","23.53.114.88","TCP","66","49714  >  443 [ACK] Seq=1 Ack=1 Win=131200 Len=0 TSval=850354849 TSecr=1176687111"
"256","56.267021","10.1.18.23","23.53.114.88","TLSv1.2","583","Client Hello"
"257","56.268969","74.125.28.154","10.1.18.23","TCP","74","443  >  49712 [SYN, ACK] Seq=0 Ack=1 Win=42408 Len=0 MSS=1250 SACK_PERM=1 TSval=1812640289 TSecr=850354830 WS=256"
"258","56.269020","10.1.18.23","74.125.28.154","TCP","66","49712  >  443 [ACK] Seq=1 Ack=1 Win=131200 Len=0 TSval=850354851 TSecr=1812640289"
"259","56.269960","10.1.18.23","74.125.28.154","TLSv1.2","583","Client Hello"
"260","56.270139","10.1.18.23","138.202.84.49","DNS","81","Standard query 0xfb16 A clc.stackoverflow.com"
"261","56.272117","23.53.114.88","10.1.18.23","TCP","66","443  >  49714 [ACK] Seq=1 Ack=518 Win=30048 Len=0 TSval=1176687117 TSecr=850354849"
"262","56.272515","138.202.84.49","10.1.18.23","DNS","145","Standard query response 0xfb16 A clc.stackoverflow.com A 151.101.193.69 A 151.101.65.69 A 151.101.1.69 A 151.101.129.69"
"263","56.273109","10.1.18.23","151.101.193.69","TCP","78","49715  >  443 [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=850354854 TSecr=0 SACK_PERM=1"
"264","56.273373","23.53.114.88","10.1.18.23","TLSv1.2","1304","Server Hello"
"265","56.273376","23.53.114.88","10.1.18.23","TLSv1.2","1304","Certificate [TCP segment of a reassembled PDU]"
"266","56.273376","23.53.114.88","10.1.18.23","TLSv1.2","423","Certificate Status, Server Key Exchange, Server Hello Done"
"267","56.273408","10.1.18.23","23.53.114.88","TCP","66","49714  >  443 [ACK] Seq=518 Ack=2477 Win=128736 Len=0 TSval=850354855 TSecr=1176687117"
"268","56.273409","10.1.18.23","23.53.114.88","TCP","66","49714  >  443 [ACK] Seq=518 Ack=2834 Win=128384 Len=0 TSval=850354855 TSecr=1176687117"
"269","56.273433","10.1.18.23","23.53.114.88","TCP","66","[TCP Window Update] 49714  >  443 [ACK] Seq=518 Ack=2834 Win=131072 Len=0 TSval=850354855 TSecr=1176687117"
"270","56.277312","216.58.194.162","10.1.18.23","TLSv1.2","537","Application Data"
"271","56.277316","151.101.193.69","10.1.18.23","TCP","74","443  >  49715 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1250 SACK_PERM=1 TSval=793668232 TSecr=850354854 WS=512"
"272","56.277363","10.1.18.23","151.101.193.69","TCP","66","49715  >  443 [ACK] Seq=1 Ack=1 Win=131200 Len=0 TSval=850354858 TSecr=793668232"
"273","56.277363","10.1.18.23","216.58.194.162","TCP","66","49703  >  443 [ACK] Seq=2602 Ack=1492 Win=130592 Len=0 TSval=850354858 TSecr=3681762759"
"274","56.279987","10.1.18.23","23.53.114.88","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"275","56.280478","10.1.18.23","216.58.194.162","TLSv1.2","112","Application Data"
"276","56.280718","10.1.18.23","151.101.193.69","TLSv1.2","583","Client Hello"
"277","56.281650","216.58.195.66","10.1.18.23","TLSv1.2","1304","Server Hello"
"278","56.281652","216.58.195.66","10.1.18.23","TCP","1304","443  >  49713 [ACK] Seq=1239 Ack=518 Win=43520 Len=1238 TSval=3658390648 TSecr=850354841 [TCP segment of a reassembled PDU]"
"279","56.281653","216.58.195.66","10.1.18.23","TLSv1.2","389","Certificate, Server Key Exchange, Server Hello Done"
"280","56.281684","10.1.18.23","216.58.195.66","TCP","66","49713  >  443 [ACK] Seq=518 Ack=2477 Win=128736 Len=0 TSval=850354861 TSecr=3658390648"
"281","56.281684","10.1.18.23","216.58.195.66","TCP","66","49713  >  443 [ACK] Seq=518 Ack=2800 Win=128416 Len=0 TSval=850354861 TSecr=3658390648"
"282","56.281813","10.1.18.23","216.58.195.66","TCP","66","[TCP Window Update] 49713  >  443 [ACK] Seq=518 Ack=2800 Win=131072 Len=0 TSval=850354861 TSecr=3658390648"
"283","56.281818","10.1.18.23","216.58.194.162","TLSv1.2","461","Application Data"
"284","56.282766","172.217.5.98","10.1.18.23","TLSv1.2","159","Application Data"
"285","56.282793","10.1.18.23","172.217.5.98","TCP","66","49704  >  443 [ACK] Seq=2081 Ack=1086 Win=130976 Len=0 TSval=850354862 TSecr=2000701872"
"286","56.284071","23.53.114.88","10.1.18.23","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message"
"287","56.284106","10.1.18.23","23.53.114.88","TCP","66","49714  >  443 [ACK] Seq=644 Ack=2885 Win=131008 Len=0 TSval=850354863 TSecr=1176687129"
"288","56.284180","10.1.18.23","216.58.195.66","TLSv1.2","159","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"289","56.284753","10.1.18.23","172.217.5.98","TLSv1.2","112","Application Data"
"290","56.284915","10.1.18.23","23.53.114.88","TCP","1304","49714  >  443 [ACK] Seq=644 Ack=2885 Win=131072 Len=1238 TSval=850354863 TSecr=1176687129 [TCP segment of a reassembled PDU]"
"291","56.284915","10.1.18.23","23.53.114.88","TLSv1.2","810","Application Data"
"292","56.285850","151.101.193.69","10.1.18.23","TCP","66","443  >  49715 [ACK] Seq=1 Ack=518 Win=30208 Len=0 TSval=793668234 TSecr=850354860"
"293","56.285852","216.58.194.162","10.1.18.23","TCP","66","443  >  49703 [ACK] Seq=1492 Ack=3043 Win=49408 Len=0 TSval=3681762769 TSecr=850354860"
"294","56.288220","151.101.193.69","10.1.18.23","TLSv1.2","1304","Server Hello"
"295","56.288222","151.101.193.69","10.1.18.23","TCP","1304","443  >  49715 [ACK] Seq=1239 Ack=518 Win=30208 Len=1238 TSval=793668234 TSecr=850354860 [TCP segment of a reassembled PDU]"
"296","56.288223","151.101.193.69","10.1.18.23","TLSv1.2","1304","Certificate, Certificate Status"
"297","56.288224","151.101.193.69","10.1.18.23","TLSv1.2","314","Server Key Exchange, Server Hello Done"
"298","56.288280","10.1.18.23","151.101.193.69","TCP","66","49715  >  443 [ACK] Seq=518 Ack=2477 Win=128736 Len=0 TSval=850354866 TSecr=793668234"
"299","56.288280","10.1.18.23","151.101.193.69","TCP","66","49715  >  443 [ACK] Seq=518 Ack=3963 Win=127264 Len=0 TSval=850354866 TSecr=793668234"
"300","56.288352","10.1.18.23","151.101.193.69","TCP","66","[TCP Window Update] 49715  >  443 [ACK] Seq=518 Ack=3963 Win=131072 Len=0 TSval=850354866 TSecr=793668234"
"301","56.289241","216.58.195.66","10.1.18.23","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message"
"302","56.289244","216.58.195.66","10.1.18.23","TLSv1.2","135","Application Data"
"303","56.289244","23.53.114.88","10.1.18.23","TCP","66","443  >  49714 [ACK] Seq=2885 Ack=2626 Win=35424 Len=0 TSval=1176687134 TSecr=850354863"
"304","56.289278","10.1.18.23","216.58.195.66","TCP","66","49713  >  443 [ACK] Seq=611 Ack=2851 Win=131008 Len=0 TSval=850354867 TSecr=3658390657"
"305","56.289279","10.1.18.23","216.58.195.66","TCP","66","49713  >  443 [ACK] Seq=611 Ack=2920 Win=130944 Len=0 TSval=850354867 TSecr=3658390657"
"306","56.290148","23.53.114.88","10.1.18.23","TLSv1.2","504","Application Data"
"307","56.290176","10.1.18.23","23.53.114.88","TCP","66","49714  >  443 [ACK] Seq=2626 Ack=3323 Win=130624 Len=0 TSval=850354867 TSecr=1176687134"
"308","56.292463","10.1.18.23","151.101.193.69","TLSv1.2","159","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"309","56.293021","10.1.18.23","216.58.195.66","TLSv1.2","119","Application Data"
"310","56.293073","10.1.18.23","216.58.195.66","TLSv1.2","116","Application Data"
"311","56.293073","10.1.18.23","216.58.195.66","TLSv1.2","108","Application Data"
"312","56.293074","10.1.18.23","216.58.195.66","TLSv1.2","410","Application Data"
"313","56.293074","10.1.18.23","216.58.195.66","TLSv1.2","559","Application Data"
"314","56.293125","10.1.18.23","216.58.195.66","TLSv1.2","104","Application Data"
"315","56.294538","10.1.18.23","23.53.114.88","TCP","1304","49714  >  443 [ACK] Seq=2626 Ack=3323 Win=131072 Len=1238 TSval=850354871 TSecr=1176687134 [TCP segment of a reassembled PDU]"
"316","56.294538","10.1.18.23","23.53.114.88","TLSv1.2","819","Application Data"
"317","56.295502","74.125.28.154","10.1.18.23","TCP","66","443  >  49712 [ACK] Seq=1 Ack=518 Win=43520 Len=0 TSval=1812640316 TSecr=850354851"
"318","56.296738","151.101.193.69","10.1.18.23","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message"
"319","56.296789","10.1.18.23","151.101.193.69","TCP","66","49715  >  443 [ACK] Seq=611 Ack=4014 Win=131008 Len=0 TSval=850354873 TSecr=793668237"
"320","56.297473","10.1.18.23","151.101.193.69","TLSv1.2","119","Application Data"
"321","56.297533","10.1.18.23","151.101.193.69","TLSv1.2","116","Application Data"
"322","56.297533","10.1.18.23","151.101.193.69","TLSv1.2","108","Application Data"
"323","56.297550","10.1.18.23","151.101.193.69","TLSv1.2","593","Application Data"
"324","56.298061","216.58.195.66","10.1.18.23","TCP","66","443  >  49713 [ACK] Seq=2920 Ack=714 Win=43520 Len=0 TSval=3658390665 TSecr=850354869"
"325","56.298065","216.58.195.66","10.1.18.23","TLSv1.2","104","Application Data"
"326","56.298066","74.125.28.154","10.1.18.23","TLSv1.2","222","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"327","56.298067","216.58.195.66","10.1.18.23","TCP","66","443  >  49713 [ACK] Seq=2958 Ack=1593 Win=45824 Len=0 TSval=3658390666 TSecr=850354869"
"328","56.298117","10.1.18.23","74.125.28.154","TCP","66","49712  >  443 [ACK] Seq=518 Ack=157 Win=131072 Len=0 TSval=850354874 TSecr=1812640317"
"329","56.298127","10.1.18.23","216.58.195.66","TCP","66","49713  >  443 [ACK] Seq=1631 Ack=2958 Win=131008 Len=0 TSval=850354874 TSecr=3658390665"
"330","56.298398","10.1.18.23","74.125.28.154","TLSv1.2","117","Change Cipher Spec, Encrypted Handshake Message"
"331","56.299033","10.1.18.23","74.125.28.154","TLSv1.2","119","Application Data"
"332","56.299097","10.1.18.23","74.125.28.154","TLSv1.2","116","Application Data"
"333","56.299103","10.1.18.23","74.125.28.154","TLSv1.2","108","Application Data"
"334","56.299117","10.1.18.23","74.125.28.154","TLSv1.2","499","Application Data"
"335","56.299758","23.53.114.88","10.1.18.23","TCP","66","443  >  49714 [ACK] Seq=3323 Ack=4617 Win=40800 Len=0 TSval=1176687144 TSecr=850354871"
"336","56.301697","151.101.193.69","10.1.18.23","TCP","66","443  >  49715 [ACK] Seq=4014 Ack=714 Win=30208 Len=0 TSval=793668238 TSecr=850354873"
"337","56.301700","151.101.193.69","10.1.18.23","TLSv1.2","132","Application Data"
"338","56.301766","10.1.18.23","151.101.193.69","TCP","66","49715  >  443 [ACK] Seq=1283 Ack=4080 Win=130976 Len=0 TSval=850354877 TSecr=793668238"
"339","56.301935","10.1.18.23","151.101.193.69","TLSv1.2","104","Application Data"
"340","56.302579","23.53.114.88","10.1.18.23","TLSv1.2","504","Application Data"
"341","56.302611","10.1.18.23","23.53.114.88","TCP","66","49714  >  443 [ACK] Seq=4617 Ack=3761 Win=130624 Len=0 TSval=850354877 TSecr=1176687147"
"342","56.304412","10.1.18.23","23.53.114.88","TCP","1304","49714  >  443 [ACK] Seq=4617 Ack=3761 Win=131072 Len=1238 TSval=850354878 TSecr=1176687147 [TCP segment of a reassembled PDU]"
"343","56.304413","10.1.18.23","23.53.114.88","TLSv1.2","831","Application Data"
"344","56.305944","151.101.193.69","10.1.18.23","TCP","66","443  >  49715 [ACK] Seq=4080 Ack=1321 Win=31232 Len=0 TSval=793668239 TSecr=850354873"
"345","56.309309","216.58.194.162","10.1.18.23","TLSv1.2","142","Application Data"
"346","56.309313","216.58.194.162","10.1.18.23","TLSv1.2","104","Application Data"
"347","56.309314","23.53.114.88","10.1.18.23","TCP","66","443  >  49714 [ACK] Seq=3761 Ack=6620 Win=46176 Len=0 TSval=1176687154 TSecr=850354878"
"348","56.309315","216.58.194.162","10.1.18.23","TLSv1.2","112","Application Data"
"349","56.309316","23.53.114.88","10.1.18.23","TLSv1.2","504","Application Data"
"350","56.309425","10.1.18.23","23.53.114.88","TCP","66","49714  >  443 [ACK] Seq=6620 Ack=4199 Win=130624 Len=0 TSval=850354883 TSecr=1176687154"
"351","56.309426","10.1.18.23","216.58.194.162","TCP","66","49703  >  443 [ACK] Seq=3043 Ack=1568 Win=130976 Len=0 TSval=850354883 TSecr=3681762791"
"352","56.309426","10.1.18.23","216.58.194.162","TCP","66","49703  >  443 [ACK] Seq=3043 Ack=1606 Win=130944 Len=0 TSval=850354883 TSecr=3681762791"
"353","56.309426","10.1.18.23","216.58.194.162","TCP","66","49703  >  443 [ACK] Seq=3043 Ack=1652 Win=130912 Len=0 TSval=850354883 TSecr=3681762791"
"354","56.310238","10.1.18.23","216.58.194.162","TLSv1.2","112","Application Data"
"355","56.316881","216.58.195.66","10.1.18.23","TLSv1.2","628","Application Data"
"356","56.316887","216.58.195.66","10.1.18.23","TLSv1.2","104","Application Data"
"357","56.316888","216.58.195.66","10.1.18.23","TLSv1.2","112","Application Data"
"358","56.316991","10.1.18.23","216.58.195.66","TCP","66","49713  >  443 [ACK] Seq=1631 Ack=3520 Win=130496 Len=0 TSval=850354890 TSecr=3658390685"
"359","56.316991","10.1.18.23","216.58.195.66","TCP","66","49713  >  443 [ACK] Seq=1631 Ack=3558 Win=130464 Len=0 TSval=850354890 TSecr=3658390685"
"360","56.316991","10.1.18.23","216.58.195.66","TCP","66","49713  >  443 [ACK] Seq=1631 Ack=3604 Win=130400 Len=0 TSval=850354890 TSecr=3658390685"
"361","56.317654","10.1.18.23","216.58.195.66","TLSv1.2","112","Application Data"
"362","56.322524","216.58.195.66","10.1.18.23","TLSv1.2","161","Application Data"
"363","56.322588","10.1.18.23","216.58.195.66","TCP","66","49713  >  443 [ACK] Seq=1677 Ack=3699 Win=130976 Len=0 TSval=850354895 TSecr=3658390690"
"364","56.322949","10.1.18.23","216.58.195.66","TLSv1.2","112","Application Data"
"365","56.323855","74.125.28.154","10.1.18.23","TLSv1.2","135","Application Data"
"366","56.323924","10.1.18.23","74.125.28.154","TCP","66","49712  >  443 [ACK] Seq=1147 Ack=226 Win=130976 Len=0 TSval=850354896 TSecr=1812640344"
"367","56.324086","10.1.18.23","74.125.28.154","TLSv1.2","104","Application Data"
"368","56.324291","74.125.28.154","10.1.18.23","TCP","66","443  >  49712 [ACK] Seq=226 Ack=714 Win=43520 Len=0 TSval=1812640345 TSecr=850354874"
"369","56.324295","74.125.28.154","10.1.18.23","TLSv1.2","104","Application Data"
"370","56.324340","10.1.18.23","74.125.28.154","TCP","66","49712  >  443 [ACK] Seq=1185 Ack=264 Win=131008 Len=0 TSval=850354896 TSecr=1812640345"
"371","56.325495","74.125.28.154","10.1.18.23","TLSv1.2","436","Application Data"
"372","56.325500","74.125.28.154","10.1.18.23","TLSv1.2","143","Application Data, Application Data"
"373","56.325501","74.125.28.154","10.1.18.23","TLSv1.2","112","Application Data"
"374","56.325611","10.1.18.23","74.125.28.154","TCP","66","49712  >  443 [ACK] Seq=1185 Ack=634 Win=130688 Len=0 TSval=850354897 TSecr=1812640346"
"375","56.325612","10.1.18.23","74.125.28.154","TCP","66","49712  >  443 [ACK] Seq=1185 Ack=711 Win=130624 Len=0 TSval=850354897 TSecr=1812640346"
"376","56.325612","10.1.18.23","74.125.28.154","TCP","66","49712  >  443 [ACK] Seq=1185 Ack=757 Win=130560 Len=0 TSval=850354897 TSecr=1812640346"
"377","56.325956","10.1.18.23","74.125.28.154","TLSv1.2","112","Application Data"
"378","56.328766","172.217.5.98","10.1.18.23","TCP","66","443  >  49704 [ACK] Seq=1086 Ack=2127 Win=47360 Len=0 TSval=2000701879 TSecr=850354863"
"379","56.350707","74.125.28.154","10.1.18.23","TCP","66","443  >  49712 [ACK] Seq=757 Ack=1231 Win=44800 Len=0 TSval=1812640371 TSecr=850354896"
"380","56.354733","216.58.194.162","10.1.18.23","TCP","66","443  >  49703 [ACK] Seq=1652 Ack=3089 Win=49408 Len=0 TSval=3681762797 TSecr=850354883"
"381","56.366852","216.58.195.66","10.1.18.23","TCP","66","443  >  49713 [ACK] Seq=3699 Ack=1723 Win=45824 Len=0 TSval=3658390695 TSecr=850354895"
"382","56.383710","151.101.193.69","10.1.18.23","TCP","1304","443  >  49715 [ACK] Seq=4080 Ack=1321 Win=31232 Len=1238 TSval=793668259 TSecr=850354873 [TCP segment of a reassembled PDU]"
"383","56.383717","151.101.193.69","10.1.18.23","TLSv1.2","279","Application Data"
"384","56.383824","10.1.18.23","151.101.193.69","TCP","66","49715  >  443 [ACK] Seq=1321 Ack=5531 Win=129600 Len=0 TSval=850354953 TSecr=793668259"
"385","56.389901","10.1.18.23","151.101.193.69","TLSv1.2","256","Application Data"
"386","56.390835","10.1.18.23","138.202.84.49","DNS","94","Standard query 0x26e9 A stack.imgur.com.cdn.cloudflare.net"
"387","56.393258","138.202.84.49","10.1.18.23","DNS","174","Standard query response 0x26e9 A stack.imgur.com.cdn.cloudflare.net A 104.16.109.18 A 104.16.111.18 A 104.16.110.18 A 104.16.112.18 A 104.16.108.18"
"388","56.394707","10.1.18.23","104.16.109.18","TCP","78","49716  >  443 [SYN, ECN, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=850354963 TSecr=0 SACK_PERM=1"
"389","56.398225","10.1.18.23","63.251.109.132","TCP","274","[TCP Retransmission] 49711  >  443 [PSH, ACK] Seq=1 Ack=1 Win=65535 Len=220"
"390","56.399075","104.16.109.18","10.1.18.23","TCP","66","443  >  49716 [SYN, ACK, ECN] Seq=0 Ack=1 Win=29200 Len=0 MSS=1250 SACK_PERM=1 WS=1024"
"391","56.399125","10.1.18.23","104.16.109.18","TCP","54","49716  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"392","56.399580","10.1.18.23","104.16.109.18","TLSv1.2","571","Client Hello"
"393","56.402958","63.251.109.132","10.1.18.23","TCP","60","[TCP Previous segment not captured] 443  >  49711 [ACK] Seq=138 Ack=221 Win=11792 Len=0"
"394","56.404205","104.16.109.18","10.1.18.23","TCP","60","443  >  49716 [ACK] Seq=1 Ack=518 Win=30720 Len=0"
"395","56.405357","104.16.109.18","10.1.18.23","TLSv1.2","210","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"396","56.405409","10.1.18.23","104.16.109.18","TCP","54","49716  >  443 [ACK] Seq=518 Ack=157 Win=261984 Len=0"
"397","56.405573","10.1.18.23","104.16.109.18","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"398","56.406617","10.1.18.23","104.16.109.18","TLSv1.2","107","Application Data"
"399","56.406675","10.1.18.23","104.16.109.18","TLSv1.2","104","Application Data"
"400","56.406676","10.1.18.23","104.16.109.18","TLSv1.2","96","Application Data"
"401","56.406702","10.1.18.23","104.16.109.18","TLSv1.2","340","Application Data"
"402","56.406753","10.1.18.23","104.16.109.18","TLSv1.2","116","Application Data"
"403","56.410379","104.16.109.18","10.1.18.23","TLSv1.2","123","Application Data"
"404","56.410435","10.1.18.23","104.16.109.18","TCP","54","49716  >  443 [ACK] Seq=1062 Ack=226 Win=262048 Len=0"
"405","56.410567","10.1.18.23","104.16.109.18","TLSv1.2","92","Application Data"
"406","56.411174","104.16.109.18","10.1.18.23","TCP","60","443  >  49716 [ACK] Seq=226 Ack=714 Win=30720 Len=0"
"407","56.411176","104.16.109.18","10.1.18.23","TLSv1.2","92","Application Data"
"408","56.411176","104.16.109.18","10.1.18.23","TCP","60","443  >  49716 [ACK] Seq=264 Ack=1062 Win=31744 Len=0"
